VideoID,Label
HVC286,3
HVC288,3
HVC314,3
HVC326,3
HVC328,3
HVC332,3
HVC333,3
HVC356,3
HVC443,3
HVC468,3
HVC472,3
HVC476,3
HVC477,3
HVC479,3
HVC480,3
HVC481,3
HVC505,3
HVC516,3
HVC522,3
HVC633,3
HVC657,3
HVC675,3
HVC677,3
HVC680,3
HVC709,3
HVC713,3
HVC716,3
HVC717,3
HVC720,3
HVC721,3
HVC728,3
HVC729,3
HVC731,3
HVC736,3
HVC739,3
HVC741,3
HVC745,3
HVC755,3
HVC788,3
HVC855,3
HVC857,3
HVC871,3
HVC872,3
HVC883,3
HVC887,3
HVC919,3
HVC921,3
HVC961,3
HVC1035,3
HVC1037,3
HVC1039,3
HVC1063,3
HVC1064,3
HVC1069,3
HVC1076,3
HVC1079,3
HVC1082,3
HVC1083,3
HVC1086,3
HVC1088,3
HVC1105,1
HVC1107,3
HVC1112,3
HVC1118,3
HVC1120,3
HVC1124,3
HVC1125,3
HVC1127,3
HVC1132,3
HVC1133,3
HVC1135,3
HVC1136,3
HVC1138,3
HVC1141,3
HVC1142,3
HVC1143,3
HVC1144,3
HVC1151,3
HVC1152,3
HVC1153,3
HVC1154,3
HVC1155,3
HVC1158,3
HVC1160,3
HVC1161,3
HVC1162,3
HVC1168,3
HVC1191,3
HVC1209,3
HVC1228,3
HVC1229,3
HVC1230,3
HVC1231,3
HVC1232,3
HVC1233,3
HVC1238,3
HVC1242,3
HVC1246,3
HVC1247,3
HVC1258,3
HVC1259,3
HVC1266,3
HVC1268,3
HVC1269,1
HVC1279,1
HVC1281,3
HVC1282,1
HVC1316,3
HVC1340,3
HVC1345,3
HVC1350,3
HVC1379,3
HVC1410,2
HVC1411,2
HVC1412,2
HVC1414,3
HVC1415,3
HVC1416,3
HVC1417,3
HVC1419,3
HVC1422,3
HVC1425,3
HVC1433,3
HVC1436,3
HVC1437,3
HVC1443,3
HVC1555,3
HVC1556,3
HVC1557,2
HVC1563,3
HVC1567,3
HVC1568,3
HVC1579,3
HVC1582,3
HVC1590,3
HVC1600,3
HVC1605,3
HVC1609,2
HVC1610,2
HVC1612,3
HVC1613,2
HVC1615,3
HVC1620,3
HVC1622,3
HVC1637,3
HVC1639,3
HVC1640,3
HVC1646,3
HVC1667,2
HVC1673,2
HVC1681,3
HVC1684,3
HVC1722,3
HVC1724,3
HVC1726,3
HVC1728,3
HVC1729,3
HVC1731,3
HVC1734,3
HVC1742,3
HVC1764,3
HVC1765,3
HVC1769,3
HVC1777,3
HVC1778,3
HVC1779,3
HVC1783,3
HVC1789,3
HVC1792,3
HVC1808,3
HVC1817,3
HVC1819,3
HVC1824,3
HVC1825,3
HVC1828,3
HVC1831,3
HVC1832,3
HVC1834,1
HVC1835,3
HVC1836,3
HVC1840,1
HVC1842,3
HVC1844,3
HVC1845,3
HVC1848,3
HVC1849,3
HVC1850,3
HVC1851,3
HVC1852,3
HVC1854,3
HVC1860,3
HVC1864,3
HVC1865,3
HVC1866,3
HVC1868,3
HVC1872,3
HVC1873,3
HVC1883,1
HVC1887,1
HVC1889,3
HVC1897,3
